ID,month,sku_hash,product_type,product_gender,macro_function,function,sub_function,model,aesthetic_sub_line,macro_material,color,fr_FR_price,en_US_description,target
655d9a369930fc0dec3090f687503fa19b26272d_3,3,655d9a369930fc0dec3090f687503fa19b26272d,Leather Goods,Women,CITY BAGS,DAILY BAGS,CROSS SHOULDER BAGS,TWIST,EPI,LEATHER,ROSE BALLERINE,2900.0,"In tribute to the enchanted rainforest, this Twist MM sports an elegant and colorful Toucan. Sequins, embroidered leather patches and tufted decorations are intricately combined to produce the exquisite chiseled bird patterns.",25.0
ebac40420ce403f58a2b9d130c9db8fcebf3cb18_3,3,ebac40420ce403f58a2b9d130c9db8fcebf3cb18,Leather Goods,Men,LG ACCESSORIES,SMALL LEATHER GOODS,LONG WALLETS,PF.BRAZZA,CUIR TAURILLON,LEATHER,INDIGO,805.0,"The LV Circle that adorns this Brazza Wallet evokes Louis Vuitton’s first travel trunks, decorated at the time with this distinctive mark. Perfect for your daily essentials, this elegant wallet is highly functional yet slips into a jacket pocket.",21.0
d72eb75e4afcbb2985890b3a892bcfe022c01834_3,3,d72eb75e4afcbb2985890b3a892bcfe022c01834,Accessories,Women,TEXTILES,STOLES,WINTER STOLES,ETOLE MONOGRAM CHANTILLY,SANS LIGNE ESTHETIQUE,TEXTILE,,615.0,"With its romantic floral print inspired by Louis Vuitton's Fall/Winter 2017 fashion show, this generously sized stole is a timeless and feminine accessory.",56.0
575e800db5eb8d9f1e660126f42b1a91b1fe352f_3,3,575e800db5eb8d9f1e660126f42b1a91b1fe352f,Leather Goods,Unisex,REFILLS,DIARY REFILLS,DATED DIARY REFILLS,RECHARGE MIL AF PM,SANS LIGNE ESTHETIQUE,OTHER,VERT BLANC,72.0,"Containing poetry and artistic compositions to accompany you throughout the year, this colorful 2017 Agenda Refill is a perfect daily companion. Its extra features will accompany our most demanding and sophisticated customers.",461.0
2426da2f7b13722a0bbfd787cbef54ab874b4ad7_3,3,2426da2f7b13722a0bbfd787cbef54ab874b4ad7,Leather Goods,Men,LG ACCESSORIES,LEASURE,TECHNICAL CASES,EYE TRUNK,MONOGRAM ECLIPSE,CANVAS,ECLIPSE,920.0,"Designed in collaboration with the Japanese designer Hiroshi Fujiwara, the EYE-TRUNK IPHONE 7+ combines both House heritage - with the Monogram pattern - and modernity; for a result both sporty and fashion. This sophisticated version of the Eye-Trunk will protect with style your Iphone.",39.0
8483dd1f7ea371dd46ec26b41e4d781801851e93_3,3,8483dd1f7ea371dd46ec26b41e4d781801851e93,Accessories,Unisex,GIFTING OBJECTS,GAMES,TOYS,DOUDOU LOUIS,SANS LIGNE ESTHETIQUE,LEATHER,,575.0,"This cute branded piece in part of the Fragment collection, created in partnership with Hiroshi Fujiwara. Available in a limited edition of 300, it plays with iconic Louis Vuitton codes to delight children and adults alike.",45.0
e5b79b8b5cd17a1294e771ecdf6402733e7685fe_3,3,e5b79b8b5cd17a1294e771ecdf6402733e7685fe,Accessories,Women,EYEWEAR,SUNGLASSES,METAL SUNGLASSES,DIVA,SANS LIGNE ESTHETIQUE,NON PRECIOUS METAL,,475.0,"These striking, feminine sunglasses are embellished with delicate Monogram flower ornaments fitted all around the lenses. The quirky style is perfect to stand out in the crowd. The original round shape is ideal for square and oval faces.",128.0
0c8c1eb8716a0c7602607468055814e353a204dd_3,3,0c8c1eb8716a0c7602607468055814e353a204dd,Leather Goods,Women,CITY BAGS,DAILY BAGS,SHOULDER BAGS,TUILERIES HOBO,MONOGRAM,CANVAS,MONOGRAM,1680.0,"Named after the Tuileries Gardens (site of Paris Fashion Week), this new Hobo combines the heritage cachet of Monogram twisted by colorful leather: the result is bold and on-trend. Its easy allure makes the Hobo a chic, laid-back bag for every day.",788.0
91e535b68e4e36af8ea1d1f6e5e6261ee93ea010_3,3,91e535b68e4e36af8ea1d1f6e5e6261ee93ea010,Leather Goods,Unisex,TRAVEL,TRAVEL ACCESSORIES,OTHER TRAVEL ACCESSORIES,ETUI VOYAGE,MONOGRAM,CANVAS,MONOGRAM,360.0,"This timeless, versatile sleeve is the perfect travel companion. Allowing to smartly organize luggage interiors, it can also be slipped into a city bag. Its supple shape and wide opening make it highly functional to hold various personal belongings from documents to electronic devices and their chargers.<p><p>Availability is limited. Shop for the holidays now.",593.0
88cd011d92692320df9eac0c782b67c8e44da9d1_3,3,88cd011d92692320df9eac0c782b67c8e44da9d1,Leather Goods,Women,CITY BAGS,DAILY BAGS,SHOULDER BAGS,IENA,DAMIER AZUR,CANVAS,AZUR,1080.0,"This versatile shoulder tote in Damier Ebene canvas is perfect for toting around your daily essentials. Ultra-secure thanks to its zipped main compartment and comfortable to carry thanks to its light weight and supple flat handles, it’s ideal for today’s modern woman.  <p><p>Availability is limited. Shop for the holidays now.",965.0
0286acc420186971544222d77b87cdc5cc70ff08_3,3,0286acc420186971544222d77b87cdc5cc70ff08,Accessories,Women,FASHION JEWELRY,BRACELETS,LG BRACELETS,BRACELET LV TWIST,EPI,LEATHER,,210.0,The LV Twist bracelet is inspired by the bi-galva locking system and the epi colors of the emblematic Louis Vuitton Twist bag,63.0
e95c191f0d43dcf8ff8bc961da0e6da0abcbbd0d_3,3,e95c191f0d43dcf8ff8bc961da0e6da0abcbbd0d,Leather Goods,Men,CITY BAGS,DAILY BAGS,BACKPACKS,AVENUE BACKPACK,DAMIER INFINI,LEATHER,ASTRAL,1990.0,"With its distinctive shape and refined details, the Avenue Backpack in supple Damier Infini leather brings casual sophistication to any look. It's practical and keeps your belongings secure thanks to its zipped compartments.",84.0
246f66b1a75f292984ddd08f6940bb160b5b715a_3,3,246f66b1a75f292984ddd08f6940bb160b5b715a,Accessories,Men,BELTS,ASSEMBLED BELTS,30-35 MM BELTS,CEINT PONT NEUF,CUIR TAURILLON,LEATHER,,370.0,"Perfect for men seeking an understated look, this Taurillon leather belt features an original metal loop cut out with the LV logo. A timeless model available both in Black and Bordeaux.",39.0
3024eae15140a6937a8a56ad2d3b8e1910b0e7ac_3,3,3024eae15140a6937a8a56ad2d3b8e1910b0e7ac,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,CASES / POUCHES,MINI POCHETTE ACC,MONOGRAM,CANVAS,MONOGRAM,245.0,"Whether it is clipped to another bag or carried independently, the Mini Pochette Accessoires is a playful addition to any wardrobe. The cute giraffes with their iconic Louis Vuitton bags bring a sense of playfulness to this functional pouch.",1119.0
7be2232e4521c005c0806bbfa40c863ef752a697_3,3,7be2232e4521c005c0806bbfa40c863ef752a697,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,LONG WALLETS,PF.PALLAS,MONOGRAM,CANVAS,MONOGRAM,1150.0,"The timelessly elegant Pallas Wallet combines iconic Monogram canvas with a precious python leather flap. The emblematic S-lock clasp not only secures the wallet's contents, but also symbolizes Louis Vuitton's tradition of savoir-faire.",86.0
c0247d170d60dde62c0d4da1affe21078e3f7ce3_3,3,c0247d170d60dde62c0d4da1affe21078e3f7ce3,Leather Goods,Women,CITY BAGS,DAILY BAGS,SHOULDER BAGS,NEONOE,AUTRES TOILES,CANVAS,BLEU CIEL,2300.0,"The iconic Louis Vuitton canvas is the perfect blank page to express the uniqueness of this Masters Collection’s piece of art. The pure lines of our new modern bucket allow an expression of refinement and femininity through exclusive know how : gold Monogram serti, reflective metallic letters and colored trimmings. An exclusive leather lining embossed, printed and filled with gold tells you more about this unexpected collaboration.",56.0
d031425ed171494b27eddb2f44da4bca5c83f63c_3,3,d031425ed171494b27eddb2f44da4bca5c83f63c,Accessories,Women,TEXTILES,SQUARES,90 CM SQUARES,CARRE LV BANDANA,SANS LIGNE ESTHETIQUE,TEXTILE,,330.0,"This silk square reinterprets the famous universal bandana pattern to incorporate Louis Vuitton's Monogram flowers. Overprinted with the LV initials in an arty, paintbrush style, it is a versatile accessory to accompany timeless and fashion-forward looks.",139.0
883fd1ecf1cf8486cc74ac50cdfc53c7cfba667d_3,3,883fd1ecf1cf8486cc74ac50cdfc53c7cfba667d,Accessories,Men,TIES,POCKET SQUARES,POCKET SQUARES,POCHETTE MNG DOTS,SANS LIGNE ESTHETIQUE,TEXTILE,,105.0,"Coordinating with the Monogram Dots tie, this silk pocket square features a pattern of tiny dots on a discreet Monogram jacquard background.",29.0
1b5b5795e3f5283da6ed9849ffd1b54df40edbe9_3,3,1b5b5795e3f5283da6ed9849ffd1b54df40edbe9,Accessories,Men,BELTS,ASSEMBLED BELTS,40 MM BELTS,CEINT DAMIER PRINT REV,DAMIER COBALT,CANVAS,,485.0,"The reversible animation of the Damier Print belt offers two belts in one: casual with the Maison's iconic Damier Cobalt canvas, or sophisticated with plain calf leather. The contrasted edge-dyeing provides a playful touch of color. ",68.0
fca4ea84e14b8b4bb07f5dfd2cace97ff5e86d61_3,3,fca4ea84e14b8b4bb07f5dfd2cace97ff5e86d61,Accessories,Women,BELTS,ASSEMBLED BELTS,30-35 MM BELTS,CEINT LV TWIST,EPI,LEATHER,,410.0,"A new must-have in the collection: this sophisticated belt features the Maison's iconic LV Twist signature in a stylish bi-galva finishing. Available in Epi calf leather and in three different colors, it will brighten up timeless looks as well as colorful edgy silhouettes.",287.0
b562f0d460f36478f7a3ff3aa7f2a11f5e8252b7_3,3,b562f0d460f36478f7a3ff3aa7f2a11f5e8252b7,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,WALLET ON CHAIN,CAMERA POUCH,MONOGRAM VERNIS,LEATHER,AMARANTE,700.0,"This adorable camera pouch in embossed Monogram patent leather is a must-have that will make any look pop. Inspired by the customized Louis Vuitton trunks designed according to client needs, it’s removable cardholder and zipped coin pocket let you personalize it as you please. ",180.0
6c3076fccc417b7061e0ae20fb917e2523c7bac7_3,3,6c3076fccc417b7061e0ae20fb917e2523c7bac7,Accessories,Women,EYEWEAR,SUNGLASSES,METAL SUNGLASSES,THE PARTY,SANS LIGNE ESTHETIQUE,NON PRECIOUS METAL,,480.0,"Available in a rainbow of different lens colors, these stylish sunglasses are decorated with iconic studs that evoke the Maison's trunks: lining the edges of each sunlens, they highlight the design's perfect pilot shape. ",217.0
19c6183bcc25a1bb7e84eae2de0bc78ed0f96038_3,3,19c6183bcc25a1bb7e84eae2de0bc78ed0f96038,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,LONG WALLETS,PF.DOUBLE V,AUTRES HIGH END,LEATHER,RUBIS,800.0,"Combining fine-grained calf leather with iconic Monogram canvas, this stylish, trendy wallet coordinates with Louis Vuitton's Double V bag. The original double flap conceals a secret pocket, which is ideal for tickets or coins.",157.0
29eb3501a202b46c4657cadcbf08a13136c81302_3,3,29eb3501a202b46c4657cadcbf08a13136c81302,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,OTHER SMALL LEATHER GOODS,TRIO PASS EPI G.,EPI,LEATHER,FUCHSIA,400.0,"This gorgeous Trio includes a cardholder, a zip pocket and a key compartment, all fashioned in colorful Epi leather. They are guaranteed to bring order to the interior of any bag.",99.0
65ed353800780b6f768c403a0e56d708c6919621_3,3,65ed353800780b6f768c403a0e56d708c6919621,Accessories,Men,FASHION JEWELRY,BRACELETS,LG BRACELETS,BRACELET EDGE IT,TAIGA,LEATHER,,190.0,"Available in different colors, this bicolor bracelet plays with contrasted edges. The Damier motifs on its ingenious clasp offers a discrete branded touch. ",26.0
5bd9f3b040827ff0bc978eba9adf27a53dc2a837_3,3,5bd9f3b040827ff0bc978eba9adf27a53dc2a837,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,WALLET ON CHAIN,PF.CHAINE,AUTRES TOILES,CANVAS,CORAIL,1800.0,"The iconic Louis Vuitton canvas is the perfect blank page to express the uniqueness of this Masters Collection’s piece of art. This exclusive model has been thought to be the perfect day to evening companion. The trendy Wallet on Chain is enriched by silver Monogram serti, reflective metallic letters and colored trimmings. A new chain has been created to enable to wear it outside as inside a bag. An exclusive leather lining embossed, printed and filled with silver tells you more about this unexpected/surprising collaboration.  ",118.0
31bab01393d86e4e735ee03c1e46d622b6a3016d_3,3,31bab01393d86e4e735ee03c1e46d622b6a3016d,Leather Goods,Men,LG ACCESSORIES,SMALL LEATHER GOODS,CARD HOLDERS,PORTE BADGE,MONOGRAM OTHER,CANVAS,ENCRE,265.0,"This Badge Holder in Monogram Savane canvas with a playful illustration of a zebra designed by the Chapman Brothers, is a practical and stylish way to carry your ID card.",254.0
2d31846ea0db8b8860d5368d6f51ac2a7a7d7848_3,3,2d31846ea0db8b8860d5368d6f51ac2a7a7d7848,Leather Goods,Men,LG ACCESSORIES,SMALL LEATHER GOODS,CARD HOLDERS,ORGANIZER DE POCHE,DAMIER COBALT,CANVAS,COBALT,285.0,"Strong graphics and nautical accents mark this edition of the Pocket Organizer  created for the 2017 America’s Cup Collection. A sporty reinterpretation of the historical V Gaston cuts boldly across the new Damier Latitude pattern, for a modern,  masculine and yet practical piece. Pocket Organizer slips easily into any pocket or handbag.",99.0
7bd02883b0b019eec879d35262bf1b506f3098df_3,3,7bd02883b0b019eec879d35262bf1b506f3098df,Accessories,Men,TIES,TIES,LV LOGO TIES,CRAVATE MNG WASHED,SANS LIGNE ESTHETIQUE,TEXTILE,,150.0,"This refined Monogram jacquard tie comes in a summery blend of silk and linen, and in pale, washed colors for a casual yet sophisticated look.",73.0
959d9571507e9cfe65684e5717cdf223b12a423f_3,3,959d9571507e9cfe65684e5717cdf223b12a423f,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,COMPACT WALLETS,PF.VICTORINE,MONOGRAM EMPREINTE,LEATHER,CERISE,475.0,"The Victorine Wallet, made from supple Monogram Empreinte leather, has been carefully designed to create a small wallet able to hold as much as a long one. Thanks to a protective coating, the leather resists scratches, rubbing and fading. This compact and practical wallet easily slips into any bag. ",367.0
4c1e784d51a8d1702ebc3c1a2016101d2e6a9b10_3,3,4c1e784d51a8d1702ebc3c1a2016101d2e6a9b10,Leather Goods,Men,TRAVEL,ROLLING LUGGAGE,ROLLING LUGGAGE,HORIZON,MONOGRAM ECLIPSE,CANVAS,ECLIPSE,2650.0,"The fruit of a remarkable collaboration between Louis Vuitton and Marc Newson, the most influential industrial designer of his generation, this rolling luggage for the 21st century traveller is fashioned in iconic canvas with an aluminium wide trolley system.   Travel with peace of mind, tracing your luggage in the main worldwide airports with the <a href='https://us.louisvuitton.com/eng-us/products/louis-vuitton-echo-nvprod780041v'><b>Louis Vuitton Echo</b></a> connected device (sold separately).",140.0
6e32a72566b430c4f5e742fc856560c62251cbcb_3,3,6e32a72566b430c4f5e742fc856560c62251cbcb,Leather Goods,Women,CITY BAGS,DAILY BAGS,SHOULDER BAGS,TWIST,EPI,LEATHER,SUNRISE,2380.0,"This chic little bag has a secret: it's roomier than it looks. The cleverly designed ""wave"" base provides extra space for storing necessities. With lines inherited from the Trapèze clutch, the new Twist features an updated version of the signature turn-lock. Rendered with a 3D bombé effect, the metal closure has a modern, architectural feel. To open the bag, a single smooth twist fits the letter ""L"" into the ""V,"" with a satisfying click. The convertible chain handle can be worn cross-body or hung gracefully from the shoulder.",24.0
ecb3f60c58f3168cd6ba7d2418cb24019142794c_3,3,ecb3f60c58f3168cd6ba7d2418cb24019142794c,Leather Goods,Men,LG ACCESSORIES,SMALL LEATHER GOODS,COMPACT WALLETS,PF.PINCE,TAIGA,LEATHER,ARDOISE,320.0,"Crafted from Louis Vuitton's emblematic Taiga leather, the extra-flat Pince Wallet easily slips into a jacket or trouser pocket. Its functional design features an articulated clip to hold tickets and notes.",175.0
7f42c58d2db84155a668b5d8a5fd6bce1dfc1b0e_3,3,7f42c58d2db84155a668b5d8a5fd6bce1dfc1b0e,Leather Goods,Women,CITY BAGS,DAILY BAGS,SHOULDER BAGS,ARTSY,MONOGRAM EMPREINTE,LEATHER,TAUPE GLACE,2360.0,"Spacious, sophisticated and chic, the Artsy MM is a timeless tote bag. In sumptuous embossed Monogram Empreinte leather, a luxuriously ornate handle and rich golden color metallic pieces create a refined look.",209.0
1c2ca209be776707e2491e1a9dddc71ec72489b0_3,3,1c2ca209be776707e2491e1a9dddc71ec72489b0,Leather Goods,Women,CITY BAGS,DAILY BAGS,SHOULDER BAGS,NEONOE,AUTRES TOILES,CANVAS,IRIS,2300.0,"The iconic Louis Vuitton canvas is the perfect blank page to express the uniqueness of this Masters Collection’s piece of art. The pure lines of our new modern bucket allow an expression of refinement and femininity through exclusive know how : gold Monogram serti, reflective metallic letters and colored trimmings. An exclusive leather lining embossed, printed and filled with gold tells you more about this unexpected collaboration.",17.0
f7a298e512fb50c8daacb0756207e9ba25495450_3,3,f7a298e512fb50c8daacb0756207e9ba25495450,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,LONG WALLETS,PF.TWIST,VERNIS LISSE,LEATHER,ROSE BLUSH,770.0,"A fashion-forward combination of glossy patent Calf Leather and Monogram Canvas gives the emblematic Twist Wallet a bold new look. Elegant and practical, it features the playful Twist turn-lock with an L that transforms into a V with a twist of the fingers.",93.0
a1102ced972ca0b864e3c3c655617b453bec25a6_3,3,a1102ced972ca0b864e3c3c655617b453bec25a6,Leather Goods,Women,TRAVEL,TRAVEL ACCESSORIES,TOILET KITS,POCHETTE COSMETIQUE,MONOGRAM,CANVAS,MONOGRAM,285.0,"Perfect for travel or everyday life, the Cosmetic Pouch is as sophisticated as ever in Monogram canvas decorated with Creative Director Nicolas Ghesquiere’s playful take on classic hotel stickers. Its large zipped opening affords easy access to the essentials inside.",217.0
0f3fa9386a7c76718f0082d63cc9a7e4f9746b37_3,3,0f3fa9386a7c76718f0082d63cc9a7e4f9746b37,Accessories,Women,EYEWEAR,SUNGLASSES,ACETATE SUNGLASSES,CAMELEON EPI,SANS LIGNE ESTHETIQUE,ACETATE,,450.0,"This elegantly oversized square design brings a touch of sophistication with its refined mix of materials. Featuring our emblematic Epi leather, it is a perfect match for oval and round face shapes.",49.0
40aaf233345ed742674847bdf34524d189c046c7_3,3,40aaf233345ed742674847bdf34524d189c046c7,Accessories,Men,TIES,TIES,DAMIER TIES,CRAVATE MICRO DAMIER,SANS LIGNE ESTHETIQUE,TEXTILE,,150.0,"This silk jacquard tie reinterprets Louis Vuitton's iconic Damier pattern in a modern, miniaturised version. Discreetly signed with the LV initials, it is a timelessly stylish accessory that makes an ideal gift.",385.0
4bb413a666608f49d713ddfc64cbc6aa4b6ada6a_3,3,4bb413a666608f49d713ddfc64cbc6aa4b6ada6a,Accessories,Women,TEXTILES,SCARVES,WINTER SCARVES,ECHARPE MONOGRAM SUNSET,SANS LIGNE ESTHETIQUE,TEXTILE,,450.0,"Fresh and stylish for winter, the new Sunset accessory feature an allover Monogram Flowers motif in a modern gradiant effect. Knitted in a warm wool-cashmere blend, it's a perfect accessory  to protect from the cold  ",299.0
dd41e89849061d921021d235cfeff83cb76f2827_3,3,dd41e89849061d921021d235cfeff83cb76f2827,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,LONG WALLETS,PF.TWIST,VERNIS LISSE,LEATHER,MAGENTA,770.0,"A fashion-forward combination of glossy patent Calf Leather and Monogram Canvas gives the emblematic Twist Wallet a bold new look. Elegant and practical, it features the playful Twist turn-lock with an L that transforms into a V with a twist of the fingers.",46.0
10617d97441dffea08d02c5b698f108a78a67bfc_3,3,10617d97441dffea08d02c5b698f108a78a67bfc,Leather Goods,Women,CITY BAGS,DAILY BAGS,CROSS SHOULDER BAGS,POCHETTE METIS,AUTRES TOILES,CANVAS,BLEU CIEL,2500.0,"The iconic Louis Vuitton canvas is the perfect blank page to express the uniqueness of this Masters Collection’s piece of art.  The clever functionality and very trendy design of the Pochette Metis are perfect to express the refinement and femininity of this collaboration through exclusive know how : gold Monogram serti, flower shapes, reflective metallic letters and colored trimmings. An exclusive leather lining embossed, printed and filled with gold tells you more about this unexpected collaboration. ",94.0
e5ff22f8ed430bf43efa98758bbb33ea5e74ff66_3,3,e5ff22f8ed430bf43efa98758bbb33ea5e74ff66,Leather Goods,Men,LG ACCESSORIES,SMALL LEATHER GOODS,COMPACT WALLETS,PF.MULTIPLE,DAMIER GRAPHITE,CANVAS,GRAPHITE,435.0,"In Damier Graphite canvas with a colored leather lining, this Multiple Wallet is the epitome of urban chic. The smart twist between Damier Graphite canvas and fjord  lining adds a touch of sophistication to this wallet. The Multiple lives up to its name, with numerous slots for cards, receipts and banknotes. Comfortably fits in most pockets.",249.0
b4baf1671416d9eef30a14281947e9cfc1da29d5_3,3,b4baf1671416d9eef30a14281947e9cfc1da29d5,Accessories,Men,TEXTILES,SET HAT & GLOVES,HATS SETS,CASQUETTE GYM,SANS LIGNE ESTHETIQUE,TEXTILE,,295.0,"Ideal for sports or leisure wear, this stylish Damier-pattern cotton cap bears a contrasting LV patch inspired by the initials traditionally used to personalize Louis Vuitton trunks.",128.0
2c0224f4ba36259620171c79022c5f44fef27b01_3,3,2c0224f4ba36259620171c79022c5f44fef27b01,Leather Goods,Women,CITY BAGS,DAILY BAGS,HANDBAGS,CAPUCINES,CAPUCINES,LEATHER,NOIR BLANC,3500.0,"The fashionable Capucines PM lends an intense pop of contrasting colors to wardrobe styles from classic to daring. Finished with shiny color accents, the Capucines PM comes with a removable shoulder strap for casual shoulder or cross-body wear.",17.0
0deb25d94bff3406e6b6e79269bd1af8a0a11bef_3,3,0deb25d94bff3406e6b6e79269bd1af8a0a11bef,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,CASES / POUCHES,MINI POCHETTE ACC,DAMIER AZUR,CANVAS,AZUR,245.0,"The Mini Pochette Accessoires is given a fresh and feminine feel for summer in Damier Azur canvas overlaid with a splashy Monogram print adapted from the Louis Vuitton archives. Ideal for holding essentials, it can be attached to a bag.",634.0
7ee6e596643c69e5fe7493fec735ef22e4425572_3,3,7ee6e596643c69e5fe7493fec735ef22e4425572,Accessories,Women,TEXTILES,BANDEAU,BANDEAU,BANDEAU DAMIER TAHITIENNES,SANS LIGNE ESTHETIQUE,TEXTILE,,125.0,"This silk bandeau captures the spirit of summer with its pattern of pink Monogram flowers as if hand-painted on a Damier Azur background. It can be worn on a bag, around the neck or in the hair. ",100.0
70985e46a01e875ae1608bd5eeaab52d80ee6090_3,3,70985e46a01e875ae1608bd5eeaab52d80ee6090,Leather Goods,Women,LG ACCESSORIES,OPTIONAL ACCESSORIES,OPTIONAL STRAPS,BANDOULIERE,MONOGRAM,CANVAS,MONOGRAM,370.0,The new collection of must-have bandoulières features fresh color stories and versatile sizes. This adjustable strap in glamorous Coquelicot red customizes bags with a fashionable hue.,133.0
82e6ff47381bbf14a21d877cb0bcf2285ffc85f7_3,3,82e6ff47381bbf14a21d877cb0bcf2285ffc85f7,Leather Goods,Women,CITY BAGS,DAILY BAGS,HANDBAGS,CITY STEAMER,AUTRES HIGH END,LEATHER,RUBIS,2500.0,"The sleek City Steamer pays homage to House heritage while offering a host of new signature twists: note the engraved padlock, nametag, and hot-stamped LV Circle. It’s a city bag that takes care of business too, with ample room for papers and files.",139.0
1a281c4f628ce64aaed8b0f4227379729837554e_3,3,1a281c4f628ce64aaed8b0f4227379729837554e,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,LONG WALLETS,ZIPPY WALLET,MONOGRAM,CANVAS,MONOGRAM,615.0,The Zippy is one of our most practical and versatile wallets with numerous compartments and an all-round zipclosure. The cute giraffes with their iconic Louis Vuitton bags that adorn this classic wallet make it the perfect gift for the young at heart.,325.0
a06a826b5645a687e9a7807e6dd7f81acb0699ee_3,3,a06a826b5645a687e9a7807e6dd7f81acb0699ee,Leather Goods,Unisex,REFILLS,DIARY REFILLS,DATED DIARY REFILLS,RECH.AG.PART.,SANS LIGNE ESTHETIQUE,OTHER,BLANC MAT,82.0,"Our 2018 Agenda Refill celebrates our House Métiers dedicating every month to a travel destination through watercolour clothing sketches.  Extra features including a directory, traveler's guide and world map add a note of sophistication.",119.0
7bd8cd2754aa3bf0d02af5389505f5c2b704feb7_3,3,7bd8cd2754aa3bf0d02af5389505f5c2b704feb7,Leather Goods,Men,LG ACCESSORIES,SMALL LEATHER GOODS,TRAVEL ORGANIZERS,ZIPPY XL,DAMIER GRAPHITE,CANVAS,GRAPHITE,950.0,"The 2017 LV League collection reveals a tribute to Louis Vuitton history both past and present. It associates iconic labels inspired from Gaston-Louis Vuitton collection and college style ones. This Zippy XL is large enough to hold a smartphone, keys, credit cards, a passport, and cash.",131.0
24fb1b6b2b60e4283c6bbc5c55f432f704d84bbe_3,3,24fb1b6b2b60e4283c6bbc5c55f432f704d84bbe,Leather Goods,Men,LG ACCESSORIES,SMALL LEATHER GOODS,CARD HOLDERS,ORGANIZER DE POCHE,MONOGRAM ECLIPSE,CANVAS,ECLIPSE,265.0,"Designed in collaboration with the Japanese designer Hiroshi Fujiwara, the POCKET ORGANIZER combines both House heritage - with the Monogram pattern - and modernity with fine details -  two reflective bands and a black one, lozine edging, pocket stitching, colored Rainbow hardware - for a result both sporty and fashion. Practical, it easily slips in your pocket or your bag.",475.0
2326a7457ee5c7ee4a18af1fc14ebe5aea0d19a4_3,3,2326a7457ee5c7ee4a18af1fc14ebe5aea0d19a4,Leather Goods,Women,CITY BAGS,DAILY BAGS,CROSS SHOULDER BAGS,TWIST,EPI,LEATHER,PRUNE,2580.0,"For fall, the now-classic Twist MM is reimagined in elegant prune Epi leather illuminated by fresh and soft Rose Poudre edge dyeing and lining becoming the ultimate autumnal accessory. The exclusive two-color edge dyeing and contrasting colors emphasizes the Twist’s sleek shape",64.0
d18721b5c80f6bf62f11ba73d0b9076f532397d0_3,3,d18721b5c80f6bf62f11ba73d0b9076f532397d0,Leather Goods,Women,CITY BAGS,DAILY BAGS,CROSS SHOULDER BAGS,PALLAS,MONOGRAM,CANVAS,MONOGRAM,1740.0,"The glamorous Pallas BB combines iconic Monogram canvas with colourful grained leather for a very feminine, modern feel. This Full version is enriched with colourful leather gussets, for even more elegance. A study in flawless functionality, it is lightweight yet roomy enough to fit all the essentials of daily life.",158.0
d748c0f1a70d5ee06f55fbae9f00d7f2ee34be0f_3,3,d748c0f1a70d5ee06f55fbae9f00d7f2ee34be0f,Accessories,Men,FASHION JEWELRY,CUFFLINKS,CUFFLINKS,BDM LV INITIALES,SANS LIGNE ESTHETIQUE,NON PRECIOUS METAL,,350.0,"The LV Initiales line of masculine accessories adds sleek sophistication to business or evening looks. The tie clip is impeccably crafted of polished palladium, while the coordinated cufflinks mix metal with natural horn or mother-of-pearl.",23.0
aed01942fbe259a3f428677cbc19680760913fdd_3,3,aed01942fbe259a3f428677cbc19680760913fdd,Accessories,Men,BELTS,ASSEMBLED BELTS,30-35 MM BELTS,CEINT SLENDER REV,DAMIER GRAPHITE,CANVAS,,435.0,"Sophisticated and easy-going: the Damier canvas side of this reversible Slender 35mm belt adds the final touch to urban looks, while the smooth calf leather side pairs perfectly with business attire thanks to its buckle in brass with shiny palladium finishing",195.0
b98bc86900957f51e6f4f85235e9aa8eac6124ad_3,3,b98bc86900957f51e6f4f85235e9aa8eac6124ad,Leather Goods,Men,LG ACCESSORIES,SMALL LEATHER GOODS,KEY CASES,CAR KEY CASE,MONOGRAM ECLIPSE,CANVAS,ECLIPSE,245.0,"Perfect for luxury car lovers, this case in coated canvas has a press-stud to easily remove the key when you have the valet park your car.",113.0
